frame,player_column,dodge_flag,fireball_cols,fireball_ys
1358,3,0,2|4|4|3|4|4,536|436|336|236|136|36
1359,3,0,2|4|4|3|4|4,540|440|340|240|140|40
1360,3,0,2|4|4|3|4|4,544|444|344|244|144|44
1361,3,0,2|4|4|3|4|4,548|448|348|248|148|48
1362,3,0,2|4|4|3|4|4,552|452|352|252|152|52
1363,3,0,2|4|4|3|4|4,556|456|356|256|156|56
1364,3,0,2|4|4|3|4|4,560|460|360|260|160|60
1365,3,0,2|4|4|3|4|4,564|464|364|264|164|64
1366,3,0,2|4|4|3|4|4,568|468|368|268|168|68
1367,3,0,2|4|4|3|4|4,572|472|372|272|172|72
1368,3,0,2|4|4|3|4|4,576|476|376|276|176|76
1369,3,0,2|4|4|3|4|4,580|480|380|280|180|80
1370,3,0,2|4|4|3|4|4,584|484|384|284|184|84
1371,3,0,2|4|4|3|4|4,588|488|388|288|188|88
1372,3,0,2|4|4|3|4|4,592|492|392|292|192|92
1373,3,0,2|4|4|3|4|4,596|496|396|296|196|96
1374,3,0,4|4|3|4|4,500|400|300|200|100
1375,3,0,4|4|3|4|4|1,504|404|304|204|104|4
1376,3,0,4|4|3|4|4|1,508|408|308|208|108|8
1377,3,0,4|4|3|4|4|1,512|412|312|212|112|12
1378,3,0,4|4|3|4|4|1,516|416|316|216|116|16
1379,3,0,4|4|3|4|4|1,520|420|320|220|120|20
1380,3,0,4|4|3|4|4|1,524|424|324|224|124|24
1381,3,0,4|4|3|4|4|1,528|428|328|228|128|28
1382,2,1,4|4|3|4|4|1,532|432|332|232|132|32
1383,2,0,4|4|3|4|4|1,536|436|336|236|136|36
1384,2,0,4|4|3|4|4|1,540|440|340|240|140|40
1385,2,0,4|4|3|4|4|1,544|444|344|244|144|44
1386,2,0,4|4|3|4|4|1,548|448|348|248|148|48
1387,2,0,4|4|3|4|4|1,552|452|352|252|152|52
1388,2,0,4|4|3|4|4|1,556|456|356|256|156|56
1389,2,0,4|4|3|4|4|1,560|460|360|260|160|60
1390,2,0,4|4|3|4|4|1,564|464|364|264|164|64
1391,2,0,4|4|3|4|4|1,568|468|368|268|168|68
1392,2,0,4|4|3|4|4|1,572|472|372|272|172|72
1393,2,0,4|4|3|4|4|1,576|476|376|276|176|76
1394,2,0,4|4|3|4|4|1,580|480|380|280|180|80
1395,2,0,4|4|3|4|4|1,584|484|384|284|184|84
1396,2,0,4|4|3|4|4|1,588|488|388|288|188|88
1397,2,0,4|4|3|4|4|1,592|492|392|292|192|92
1398,2,0,4|4|3|4|4|1,596|496|396|296|196|96
1399,2,0,4|3|4|4|1,500|400|300|200|100
1400,2,0,4|3|4|4|1|0,504|404|304|204|104|4
1401,2,0,4|3|4|4|1|0,508|408|308|208|108|8
1402,2,0,4|3|4|4|1|0,512|412|312|212|112|12
1403,2,0,4|3|4|4|1|0,516|416|316|216|116|16
1404,2,0,4|3|4|4|1|0,520|420|320|220|120|20
1405,2,0,4|3|4|4|1|0,524|424|324|224|124|24
1406,2,0,4|3|4|4|1|0,528|428|328|228|128|28
1407,2,0,4|3|4|4|1|0,532|432|332|232|132|32
1408,2,0,4|3|4|4|1|0,536|436|336|236|136|36
1409,2,0,4|3|4|4|1|0,540|440|340|240|140|40
1410,2,0,4|3|4|4|1|0,544|444|344|244|144|44
1411,2,0,4|3|4|4|1|0,548|448|348|248|148|48
1412,2,0,4|3|4|4|1|0,552|452|352|252|152|52
1413,2,0,4|3|4|4|1|0,556|456|356|256|156|56
1414,2,0,4|3|4|4|1|0,560|460|360|260|160|60
1415,2,0,4|3|4|4|1|0,564|464|364|264|164|64
1416,2,0,4|3|4|4|1|0,568|468|368|268|168|68
1417,2,0,4|3|4|4|1|0,572|472|372|272|172|72
1418,2,0,4|3|4|4|1|0,576|476|376|276|176|76
1419,2,0,4|3|4|4|1|0,580|480|380|280|180|80
1420,2,0,4|3|4|4|1|0,584|484|384|284|184|84
1421,2,0,4|3|4|4|1|0,588|488|388|288|188|88
1422,2,0,4|3|4|4|1|0,592|492|392|292|192|92
1423,2,0,4|3|4|4|1|0,596|496|396|296|196|96
1424,2,0,3|4|4|1|0,500|400|300|200|100
1425,2,0,3|4|4|1|0|0,504|404|304|204|104|4
1426,2,0,3|4|4|1|0|0,508|408|308|208|108|8
1427,2,0,3|4|4|1|0|0,512|412|312|212|112|12
1428,2,0,3|4|4|1|0|0,516|416|316|216|116|16
1429,2,0,3|4|4|1|0|0,520|420|320|220|120|20
1430,2,0,3|4|4|1|0|0,524|424|324|224|124|24
1431,2,0,3|4|4|1|0|0,528|428|328|228|128|28
1432,2,0,3|4|4|1|0|0,532|432|332|232|132|32
1433,2,0,3|4|4|1|0|0,536|436|336|236|136|36
1434,2,0,3|4|4|1|0|0,540|440|340|240|140|40
1435,2,0,3|4|4|1|0|0,544|444|344|244|144|44
1436,2,0,3|4|4|1|0|0,548|448|348|248|148|48
1437,2,0,3|4|4|1|0|0,552|452|352|252|152|52
1438,2,0,3|4|4|1|0|0,556|456|356|256|156|56
1439,2,0,3|4|4|1|0|0,560|460|360|260|160|60
1440,2,0,3|4|4|1|0|0,564|464|364|264|164|64
1441,2,0,3|4|4|1|0|0,568|468|368|268|168|68
1442,2,0,3|4|4|1|0|0,572|472|372|272|172|72
1443,2,0,3|4|4|1|0|0,576|476|376|276|176|76
1444,2,0,3|4|4|1|0|0,580|480|380|280|180|80
1445,2,0,3|4|4|1|0|0,584|484|384|284|184|84
1446,2,0,3|4|4|1|0|0,588|488|388|288|188|88
1447,2,0,3|4|4|1|0|0,592|492|392|292|192|92
1448,2,0,3|4|4|1|0|0,596|496|396|296|196|96
1449,2,0,4|4|1|0|0,500|400|300|200|100
1450,2,0,4|4|1|0|0|3,504|404|304|204|104|4
1451,2,0,4|4|1|0|0|3,508|408|308|208|108|8
1452,2,0,4|4|1|0|0|3,512|412|312|212|112|12
1453,2,0,4|4|1|0|0|3,516|416|316|216|116|16
1454,2,0,4|4|1|0|0|3,520|420|320|220|120|20
1455,2,0,4|4|1|0|0|3,524|424|324|224|124|24
1456,2,0,4|4|1|0|0|3,528|428|328|228|128|28
1457,2,0,4|4|1|0|0|3,532|432|332|232|132|32
1458,2,0,4|4|1|0|0|3,536|436|336|236|136|36
1459,2,0,4|4|1|0|0|3,540|440|340|240|140|40
1460,2,0,4|4|1|0|0|3,544|444|344|244|144|44
1461,2,0,4|4|1|0|0|3,548|448|348|248|148|48
1462,2,0,4|4|1|0|0|3,552|452|352|252|152|52
1463,2,0,4|4|1|0|0|3,556|456|356|256|156|56
1464,2,0,4|4|1|0|0|3,560|460|360|260|160|60
1465,2,0,4|4|1|0|0|3,564|464|364|264|164|64
1466,2,0,4|4|1|0|0|3,568|468|368|268|168|68
1467,2,0,4|4|1|0|0|3,572|472|372|272|172|72
1468,2,0,4|4|1|0|0|3,576|476|376|276|176|76
1469,2,0,4|4|1|0|0|3,580|480|380|280|180|80
1470,2,0,4|4|1|0|0|3,584|484|384|284|184|84
1471,2,0,4|4|1|0|0|3,588|488|388|288|188|88
1472,2,0,4|4|1|0|0|3,592|492|392|292|192|92
1473,2,0,4|4|1|0|0|3,596|496|396|296|196|96
1474,2,0,4|1|0|0|3,500|400|300|200|100
1475,2,0,4|1|0|0|3|4,504|404|304|204|104|4
1476,2,0,4|1|0|0|3|4,508|408|308|208|108|8
1477,2,0,4|1|0|0|3|4,512|412|312|212|112|12
1478,2,0,4|1|0|0|3|4,516|416|316|216|116|16
1479,2,0,4|1|0|0|3|4,520|420|320|220|120|20
1480,2,0,4|1|0|0|3|4,524|424|324|224|124|24
1481,2,0,4|1|0|0|3|4,528|428|328|228|128|28
1482,2,0,4|1|0|0|3|4,532|432|332|232|132|32
1483,2,0,4|1|0|0|3|4,536|436|336|236|136|36
1484,2,0,4|1|0|0|3|4,540|440|340|240|140|40
1485,2,0,4|1|0|0|3|4,544|444|344|244|144|44
1486,2,0,4|1|0|0|3|4,548|448|348|248|148|48
1487,2,0,4|1|0|0|3|4,552|452|352|252|152|52
1488,2,0,4|1|0|0|3|4,556|456|356|256|156|56
1489,2,0,4|1|0|0|3|4,560|460|360|260|160|60
1490,2,0,4|1|0|0|3|4,564|464|364|264|164|64
1491,2,0,4|1|0|0|3|4,568|468|368|268|168|68
1492,2,0,4|1|0|0|3|4,572|472|372|272|172|72
1493,2,0,4|1|0|0|3|4,576|476|376|276|176|76
1494,2,0,4|1|0|0|3|4,580|480|380|280|180|80
1495,2,0,4|1|0|0|3|4,584|484|384|284|184|84
1496,2,0,4|1|0|0|3|4,588|488|388|288|188|88
1497,2,0,4|1|0|0|3|4,592|492|392|292|192|92
1498,2,0,4|1|0|0|3|4,596|496|396|296|196|96
1499,2,0,1|0|0|3|4,500|400|300|200|100
1500,2,0,1|0|0|3|4|1,504|404|304|204|104|4
1501,2,0,1|0|0|3|4|1,508|408|308|208|108|8
1502,2,0,1|0|0|3|4|1,512|412|312|212|112|12
1503,2,0,1|0|0|3|4|1,516|416|316|216|116|16
1504,2,0,1|0|0|3|4|1,520|420|320|220|120|20
1505,2,0,1|0|0|3|4|1,524|424|324|224|124|24
1506,2,0,1|0|0|3|4|1,528|428|328|228|128|28
1507,2,0,1|0|0|3|4|1,532|432|332|232|132|32
1508,2,0,1|0|0|3|4|1,536|436|336|236|136|36
1509,2,0,1|0|0|3|4|1,540|440|340|240|140|40
1510,2,0,1|0|0|3|4|1,544|444|344|244|144|44
1511,2,0,1|0|0|3|4|1,548|448|348|248|148|48
1512,2,0,1|0|0|3|4|1,552|452|352|252|152|52
1513,2,0,1|0|0|3|4|1,556|456|356|256|156|56
1514,2,0,1|0|0|3|4|1,560|460|360|260|160|60
1515,2,0,1|0|0|3|4|1,564|464|364|264|164|64
1516,2,0,1|0|0|3|4|1,568|468|368|268|168|68
1517,2,0,1|0|0|3|4|1,572|472|372|272|172|72
1518,2,0,1|0|0|3|4|1,576|476|376|276|176|76
1519,2,0,1|0|0|3|4|1,580|480|380|280|180|80
1520,2,0,1|0|0|3|4|1,584|484|384|284|184|84
1521,2,0,1|0|0|3|4|1,588|488|388|288|188|88
1522,2,0,1|0|0|3|4|1,592|492|392|292|192|92
1523,2,0,1|0|0|3|4|1,596|496|396|296|196|96
1524,2,0,0|0|3|4|1,500|400|300|200|100
1525,2,0,0|0|3|4|1|2,504|404|304|204|104|4
1526,2,0,0|0|3|4|1|2,508|408|308|208|108|8
1527,2,0,0|0|3|4|1|2,512|412|312|212|112|12
1528,2,0,0|0|3|4|1|2,516|416|316|216|116|16
1529,2,0,0|0|3|4|1|2,520|420|320|220|120|20
1530,2,0,0|0|3|4|1|2,524|424|324|224|124|24
1531,2,0,0|0|3|4|1|2,528|428|328|228|128|28
1532,2,0,0|0|3|4|1|2,532|432|332|232|132|32
1533,2,0,0|0|3|4|1|2,536|436|336|236|136|36
1534,2,0,0|0|3|4|1|2,540|440|340|240|140|40
1535,2,0,0|0|3|4|1|2,544|444|344|244|144|44
1536,2,0,0|0|3|4|1|2,548|448|348|248|148|48
1537,2,0,0|0|3|4|1|2,552|452|352|252|152|52
1538,2,0,0|0|3|4|1|2,556|456|356|256|156|56
1539,2,0,0|0|3|4|1|2,560|460|360|260|160|60
1540,2,0,0|0|3|4|1|2,564|464|364|264|164|64
1541,2,0,0|0|3|4|1|2,568|468|368|268|168|68
1542,2,0,0|0|3|4|1|2,572|472|372|272|172|72
1543,2,0,0|0|3|4|1|2,576|476|376|276|176|76
1544,2,0,0|0|3|4|1|2,580|480|380|280|180|80
1545,2,0,0|0|3|4|1|2,584|484|384|284|184|84
1546,2,0,0|0|3|4|1|2,588|488|388|288|188|88
1547,2,0,0|0|3|4|1|2,592|492|392|292|192|92
1548,2,0,0|0|3|4|1|2,596|496|396|296|196|96
1549,2,0,0|3|4|1|2,500|400|300|200|100
1550,2,0,0|3|4|1|2|0,504|404|304|204|104|4
1551,2,0,0|3|4|1|2|0,508|408|308|208|108|8
1552,2,0,0|3|4|1|2|0,512|412|312|212|112|12
1553,2,0,0|3|4|1|2|0,516|416|316|216|116|16
1554,2,0,0|3|4|1|2|0,520|420|320|220|120|20
1555,2,0,0|3|4|1|2|0,524|424|324|224|124|24
1556,2,0,0|3|4|1|2|0,528|428|328|228|128|28
1557,2,0,0|3|4|1|2|0,532|432|332|232|132|32
1558,2,0,0|3|4|1|2|0,536|436|336|236|136|36
1559,2,0,0|3|4|1|2|0,540|440|340|240|140|40
1560,2,0,0|3|4|1|2|0,544|444|344|244|144|44
1561,2,0,0|3|4|1|2|0,548|448|348|248|148|48
1562,2,0,0|3|4|1|2|0,552|452|352|252|152|52
1563,2,0,0|3|4|1|2|0,556|456|356|256|156|56
1564,2,0,0|3|4|1|2|0,560|460|360|260|160|60
1565,2,0,0|3|4|1|2|0,564|464|364|264|164|64
1566,2,0,0|3|4|1|2|0,568|468|368|268|168|68
1567,2,0,0|3|4|1|2|0,572|472|372|272|172|72
1568,2,0,0|3|4|1|2|0,576|476|376|276|176|76
1569,2,0,0|3|4|1|2|0,580|480|380|280|180|80
1570,2,0,0|3|4|1|2|0,584|484|384|284|184|84
1571,2,0,0|3|4|1|2|0,588|488|388|288|188|88
1572,2,0,0|3|4|1|2|0,592|492|392|292|192|92
1573,2,0,0|3|4|1|2|0,596|496|396|296|196|96
1574,2,0,3|4|1|2|0,500|400|300|200|100
1575,2,0,3|4|1|2|0|3,504|404|304|204|104|4
1576,2,0,3|4|1|2|0|3,508|408|308|208|108|8
1577,2,0,3|4|1|2|0|3,512|412|312|212|112|12
1578,2,0,3|4|1|2|0|3,516|416|316|216|116|16
1579,2,0,3|4|1|2|0|3,520|420|320|220|120|20
1580,2,0,3|4|1|2|0|3,524|424|324|224|124|24
1581,2,0,3|4|1|2|0|3,528|428|328|228|128|28
1582,2,0,3|4|1|2|0|3,532|432|332|232|132|32
1583,2,0,3|4|1|2|0|3,536|436|336|236|136|36
1584,2,0,3|4|1|2|0|3,540|440|340|240|140|40
1585,2,0,3|4|1|2|0|3,544|444|344|244|144|44
1586,2,0,3|4|1|2|0|3,548|448|348|248|148|48
1587,2,0,3|4|1|2|0|3,552|452|352|252|152|52
1588,2,0,3|4|1|2|0|3,556|456|356|256|156|56
1589,2,0,3|4|1|2|0|3,560|460|360|260|160|60
1590,2,0,3|4|1|2|0|3,564|464|364|264|164|64
1591,2,0,3|4|1|2|0|3,568|468|368|268|168|68
1592,2,0,3|4|1|2|0|3,572|472|372|272|172|72
1593,2,0,3|4|1|2|0|3,576|476|376|276|176|76
1594,2,0,3|4|1|2|0|3,580|480|380|280|180|80
1595,2,0,3|4|1|2|0|3,584|484|384|284|184|84
1596,2,0,3|4|1|2|0|3,588|488|388|288|188|88
1597,2,0,3|4|1|2|0|3,592|492|392|292|192|92
1598,2,0,3|4|1|2|0|3,596|496|396|296|196|96
1599,2,0,4|1|2|0|3,500|400|300|200|100
1600,2,0,4|1|2|0|3|1,504|404|304|204|104|4
1601,2,0,4|1|2|0|3|1,508|408|308|208|108|8
1602,2,0,4|1|2|0|3|1,512|412|312|212|112|12
1603,2,0,4|1|2|0|3|1,516|416|316|216|116|16
1604,2,0,4|1|2|0|3|1,520|420|320|220|120|20
1605,2,0,4|1|2|0|3|1,524|424|324|224|124|24
1606,2,0,4|1|2|0|3|1,528|428|328|228|128|28
1607,2,0,4|1|2|0|3|1,532|432|332|232|132|32
1608,2,0,4|1|2|0|3|1,536|436|336|236|136|36
1609,2,0,4|1|2|0|3|1,540|440|340|240|140|40
1610,2,0,4|1|2|0|3|1,544|444|344|244|144|44
1611,2,0,4|1|2|0|3|1,548|448|348|248|148|48
1612,2,0,4|1|2|0|3|1,552|452|352|252|152|52
1613,2,0,4|1|2|0|3|1,556|456|356|256|156|56
1614,2,0,4|1|2|0|3|1,560|460|360|260|160|60
1615,2,0,4|1|2|0|3|1,564|464|364|264|164|64
1616,2,0,4|1|2|0|3|1,568|468|368|268|168|68
1617,2,0,4|1|2|0|3|1,572|472|372|272|172|72
1618,2,0,4|1|2|0|3|1,576|476|376|276|176|76
1619,2,0,4|1|2|0|3|1,580|480|380|280|180|80
1620,3,1,4|1|2|0|3|1,584|484|384|284|184|84
1621,3,0,4|1|2|0|3|1,588|488|388|288|188|88
1622,3,0,4|1|2|0|3|1,592|492|392|292|192|92
1623,3,0,4|1|2|0|3|1,596|496|396|296|196|96
1624,3,0,1|2|0|3|1,500|400|300|200|100
1625,3,0,1|2|0|3|1|3,504|404|304|204|104|4
1626,3,0,1|2|0|3|1|3,508|408|308|208|108|8
1627,3,0,1|2|0|3|1|3,512|412|312|212|112|12
1628,3,0,1|2|0|3|1|3,516|416|316|216|116|16
1629,3,0,1|2|0|3|1|3,520|420|320|220|120|20
1630,3,0,1|2|0|3|1|3,524|424|324|224|124|24
1631,3,0,1|2|0|3|1|3,528|428|328|228|128|28
1632,3,0,1|2|0|3|1|3,532|432|332|232|132|32
1633,3,0,1|2|0|3|1|3,536|436|336|236|136|36
1634,3,0,1|2|0|3|1|3,540|440|340|240|140|40
1635,3,0,1|2|0|3|1|3,544|444|344|244|144|44
1636,3,0,1|2|0|3|1|3,548|448|348|248|148|48
1637,3,0,1|2|0|3|1|3,552|452|352|252|152|52
1638,3,0,1|2|0|3|1|3,556|456|356|256|156|56
1639,3,0,1|2|0|3|1|3,560|460|360|260|160|60
1640,3,0,1|2|0|3|1|3,564|464|364|264|164|64
1641,3,0,1|2|0|3|1|3,568|468|368|268|168|68
1642,3,0,1|2|0|3|1|3,572|472|372|272|172|72
1643,3,0,1|2|0|3|1|3,576|476|376|276|176|76
1644,3,0,1|2|0|3|1|3,580|480|380|280|180|80
1645,3,0,1|2|0|3|1|3,584|484|384|284|184|84
1646,3,0,1|2|0|3|1|3,588|488|388|288|188|88
1647,3,0,1|2|0|3|1|3,592|492|392|292|192|92
1648,3,0,1|2|0|3|1|3,596|496|396|296|196|96
1649,3,0,2|0|3|1|3,500|400|300|200|100
1650,3,0,2|0|3|1|3|2,504|404|304|204|104|4
1651,3,0,2|0|3|1|3|2,508|408|308|208|108|8
1652,3,0,2|0|3|1|3|2,512|412|312|212|112|12
1653,3,0,2|0|3|1|3|2,516|416|316|216|116|16
1654,3,0,2|0|3|1|3|2,520|420|320|220|120|20
1655,3,0,2|0|3|1|3|2,524|424|324|224|124|24
1656,3,0,2|0|3|1|3|2,528|428|328|228|128|28
1657,3,0,2|0|3|1|3|2,532|432|332|232|132|32
1658,3,0,2|0|3|1|3|2,536|436|336|236|136|36
1659,3,0,2|0|3|1|3|2,540|440|340|240|140|40
1660,3,0,2|0|3|1|3|2,544|444|344|244|144|44
1661,3,0,2|0|3|1|3|2,548|448|348|248|148|48
1662,3,0,2|0|3|1|3|2,552|452|352|252|152|52
1663,3,0,2|0|3|1|3|2,556|456|356|256|156|56
1664,3,0,2|0|3|1|3|2,560|460|360|260|160|60
1665,3,0,2|0|3|1|3|2,564|464|364|264|164|64
1666,3,0,2|0|3|1|3|2,568|468|368|268|168|68
1667,3,0,2|0|3|1|3|2,572|472|372|272|172|72
1668,3,0,2|0|3|1|3|2,576|476|376|276|176|76
1669,3,0,2|0|3|1|3|2,580|480|380|280|180|80
1670,3,0,2|0|3|1|3|2,584|484|384|284|184|84
1671,3,0,2|0|3|1|3|2,588|488|388|288|188|88
1672,3,0,2|0|3|1|3|2,592|492|392|292|192|92
1673,3,0,2|0|3|1|3|2,596|496|396|296|196|96
1674,3,0,0|3|1|3|2,500|400|300|200|100
1675,2,1,0|3|1|3|2|4,504|404|304|204|104|4
1676,2,0,0|3|1|3|2|4,508|408|308|208|108|8
1677,2,0,0|3|1|3|2|4,512|412|312|212|112|12
1678,2,0,0|3|1|3|2|4,516|416|316|216|116|16
1679,2,0,0|3|1|3|2|4,520|420|320|220|120|20
1680,2,0,0|3|1|3|2|4,524|424|324|224|124|24
1681,2,0,0|3|1|3|2|4,528|428|328|228|128|28
1682,2,0,0|3|1|3|2|4,532|432|332|232|132|32
1683,2,0,0|3|1|3|2|4,536|436|336|236|136|36
1684,2,0,0|3|1|3|2|4,540|440|340|240|140|40
1685,2,0,0|3|1|3|2|4,544|444|344|244|144|44
1686,2,0,0|3|1|3|2|4,548|448|348|248|148|48
1687,2,0,0|3|1|3|2|4,552|452|352|252|152|52
1688,2,0,0|3|1|3|2|4,556|456|356|256|156|56
1689,2,0,0|3|1|3|2|4,560|460|360|260|160|60
1690,2,0,0|3|1|3|2|4,564|464|364|264|164|64
1691,2,0,0|3|1|3|2|4,568|468|368|268|168|68
1692,2,0,0|3|1|3|2|4,572|472|372|272|172|72
1693,2,0,0|3|1|3|2|4,576|476|376|276|176|76
1694,2,0,0|3|1|3|2|4,580|480|380|280|180|80
1695,2,0,0|3|1|3|2|4,584|484|384|284|184|84
1696,2,0,0|3|1|3|2|4,588|488|388|288|188|88
1697,2,0,0|3|1|3|2|4,592|492|392|292|192|92
1698,2,0,0|3|1|3|2|4,596|496|396|296|196|96
1699,2,0,3|1|3|2|4,500|400|300|200|100
1700,2,0,3|1|3|2|4|3,504|404|304|204|104|4
1701,2,0,3|1|3|2|4|3,508|408|308|208|108|8
1702,2,0,3|1|3|2|4|3,512|412|312|212|112|12
1703,2,0,3|1|3|2|4|3,516|416|316|216|116|16
1704,2,0,3|1|3|2|4|3,520|420|320|220|120|20
1705,2,0,3|1|3|2|4|3,524|424|324|224|124|24
1706,2,0,3|1|3|2|4|3,528|428|328|228|128|28
1707,2,0,3|1|3|2|4|3,532|432|332|232|132|32
1708,2,0,3|1|3|2|4|3,536|436|336|236|136|36
1709,2,0,3|1|3|2|4|3,540|440|340|240|140|40
1710,2,0,3|1|3|2|4|3,544|444|344|244|144|44
1711,2,0,3|1|3|2|4|3,548|448|348|248|148|48
1712,2,0,3|1|3|2|4|3,552|452|352|252|152|52
1713,2,0,3|1|3|2|4|3,556|456|356|256|156|56
1714,2,0,3|1|3|2|4|3,560|460|360|260|160|60
1715,2,0,3|1|3|2|4|3,564|464|364|264|164|64
1716,2,0,3|1|3|2|4|3,568|468|368|268|168|68
1717,2,0,3|1|3|2|4|3,572|472|372|272|172|72
1718,2,0,3|1|3|2|4|3,576|476|376|276|176|76
1719,2,0,3|1|3|2|4|3,580|480|380|280|180|80
1720,2,0,3|1|3|2|4|3,584|484|384|284|184|84
1721,2,0,3|1|3|2|4|3,588|488|388|288|188|88
1722,2,0,3|1|3|2|4|3,592|492|392|292|192|92
1723,2,0,3|1|3|2|4|3,596|496|396|296|196|96
1724,2,0,1|3|2|4|3,500|400|300|200|100
1725,2,0,1|3|2|4|3|4,504|404|304|204|104|4
1726,2,0,1|3|2|4|3|4,508|408|308|208|108|8
1727,2,0,1|3|2|4|3|4,512|412|312|212|112|12
1728,2,0,1|3|2|4|3|4,516|416|316|216|116|16
1729,2,0,1|3|2|4|3|4,520|420|320|220|120|20
1730,2,0,1|3|2|4|3|4,524|424|324|224|124|24
1731,2,0,1|3|2|4|3|4,528|428|328|228|128|28
1732,2,0,1|3|2|4|3|4,532|432|332|232|132|32
1733,2,0,1|3|2|4|3|4,536|436|336|236|136|36
1734,2,0,1|3|2|4|3|4,540|440|340|240|140|40
1735,2,0,1|3|2|4|3|4,544|444|344|244|144|44
1736,2,0,1|3|2|4|3|4,548|448|348|248|148|48
1737,2,0,1|3|2|4|3|4,552|452|352|252|152|52
1738,2,0,1|3|2|4|3|4,556|456|356|256|156|56
1739,2,0,1|3|2|4|3|4,560|460|360|260|160|60
1740,2,0,1|3|2|4|3|4,564|464|364|264|164|64
1741,2,0,1|3|2|4|3|4,568|468|368|268|168|68
1742,2,0,1|3|2|4|3|4,572|472|372|272|172|72
1743,2,0,1|3|2|4|3|4,576|476|376|276|176|76
1744,2,0,1|3|2|4|3|4,580|480|380|280|180|80
1745,2,0,1|3|2|4|3|4,584|484|384|284|184|84
1746,2,0,1|3|2|4|3|4,588|488|388|288|188|88
1747,2,0,1|3|2|4|3|4,592|492|392|292|192|92
1748,2,0,1|3|2|4|3|4,596|496|396|296|196|96
1749,2,0,3|2|4|3|4,500|400|300|200|100
1750,2,0,3|2|4|3|4|1,504|404|304|204|104|4
1751,2,0,3|2|4|3|4|1,508|408|308|208|108|8
1752,2,0,3|2|4|3|4|1,512|412|312|212|112|12
1753,2,0,3|2|4|3|4|1,516|416|316|216|116|16
1754,2,0,3|2|4|3|4|1,520|420|320|220|120|20
1755,2,0,3|2|4|3|4|1,524|424|324|224|124|24
1756,1,1,3|2|4|3|4|1,528|428|328|228|128|28
1757,1,0,3|2|4|3|4|1,532|432|332|232|132|32
1758,1,0,3|2|4|3|4|1,536|436|336|236|136|36
1759,1,0,3|2|4|3|4|1,540|440|340|240|140|40
1760,1,0,3|2|4|3|4|1,544|444|344|244|144|44
1761,1,0,3|2|4|3|4|1,548|448|348|248|148|48
1762,1,0,3|2|4|3|4|1,552|452|352|252|152|52
1763,1,0,3|2|4|3|4|1,556|456|356|256|156|56
1764,1,0,3|2|4|3|4|1,560|460|360|260|160|60
1765,1,0,3|2|4|3|4|1,564|464|364|264|164|64
1766,1,0,3|2|4|3|4|1,568|468|368|268|168|68
1767,1,0,3|2|4|3|4|1,572|472|372|272|172|72
1768,1,0,3|2|4|3|4|1,576|476|376|276|176|76
1769,1,0,3|2|4|3|4|1,580|480|380|280|180|80
1770,1,0,3|2|4|3|4|1,584|484|384|284|184|84
1771,1,0,3|2|4|3|4|1,588|488|388|288|188|88
1772,1,0,3|2|4|3|4|1,592|492|392|292|192|92
1773,1,0,3|2|4|3|4|1,596|496|396|296|196|96
1774,1,0,2|4|3|4|1,500|400|300|200|100
1775,1,0,2|4|3|4|1|1,504|404|304|204|104|4
1776,1,0,2|4|3|4|1|1,508|408|308|208|108|8
1777,1,0,2|4|3|4|1|1,512|412|312|212|112|12
1778,1,0,2|4|3|4|1|1,516|416|316|216|116|16
1779,1,0,2|4|3|4|1|1,520|420|320|220|120|20
1780,1,0,2|4|3|4|1|1,524|424|324|224|124|24
1781,1,0,2|4|3|4|1|1,528|428|328|228|128|28
1782,1,0,2|4|3|4|1|1,532|432|332|232|132|32
1783,1,0,2|4|3|4|1|1,536|436|336|236|136|36
1784,1,0,2|4|3|4|1|1,540|440|340|240|140|40
1785,1,0,2|4|3|4|1|1,544|444|344|244|144|44
1786,1,0,2|4|3|4|1|1,548|448|348|248|148|48
1787,1,0,2|4|3|4|1|1,552|452|352|252|152|52
1788,1,0,2|4|3|4|1|1,556|456|356|256|156|56
1789,1,0,2|4|3|4|1|1,560|460|360|260|160|60
1790,1,0,2|4|3|4|1|1,564|464|364|264|164|64
1791,1,0,2|4|3|4|1|1,568|468|368|268|168|68
1792,1,0,2|4|3|4|1|1,572|472|372|272|172|72
1793,1,0,2|4|3|4|1|1,576|476|376|276|176|76
1794,1,0,2|4|3|4|1|1,580|480|380|280|180|80
1795,1,0,2|4|3|4|1|1,584|484|384|284|184|84
1796,1,0,2|4|3|4|1|1,588|488|388|288|188|88
1797,1,0,2|4|3|4|1|1,592|492|392|292|192|92
1798,1,0,2|4|3|4|1|1,596|496|396|296|196|96
1799,1,0,4|3|4|1|1,500|400|300|200|100
1800,1,0,4|3|4|1|1|2,504|404|304|204|104|4
1801,1,0,4|3|4|1|1|2,508|408|308|208|108|8
1802,1,0,4|3|4|1|1|2,512|412|312|212|112|12
1803,1,0,4|3|4|1|1|2,516|416|316|216|116|16
1804,1,0,4|3|4|1|1|2,520|420|320|220|120|20
1805,1,0,4|3|4|1|1|2,524|424|324|224|124|24
1806,1,0,4|3|4|1|1|2,528|428|328|228|128|28
1807,1,0,4|3|4|1|1|2,532|432|332|232|132|32
1808,1,0,4|3|4|1|1|2,536|436|336|236|136|36
1809,1,0,4|3|4|1|1|2,540|440|340|240|140|40
1810,1,0,4|3|4|1|1|2,544|444|344|244|144|44
